"","Headline","article","location"
"118","MCD polls: SEC receives 9 complaints of glitches in EVMs","NEW DELHI: Nine complaints of glitches in Electronic Voting Machines were received by the State Election Commission during the MCD polls today, causing hardships to electors who braved the scorching heat to cast their vote.
  

  

  ""Glitches in the electronic voting machines (EVMs) were reported from nine polling stations. They were replaced and voting resumed,"" State Election Commissioner S K Srivastava said.
  

  

  Out of the nine complaints, five were received from north Delhi, three from south Delhi and one from east Delhi, he added.
  

  

  Srivastava told PTI that the EVM issue had made a lot of headlines before the polls to the city's three municipal corporations, but out of around 13,000 polling stations, glitches were found in only nine EVMs.
  

  

  ""It speaks for itself,"" he said, adding that the machines have done well.
  

  

  Former Delhi minister and BJP leader Arvind Singh Lovely was among those who could not cast their vote early in the morning due to the glitches in the EVM at a polling booth in East Azad Nagar area.
  

  

  ""I reached the polling station at 8AM. But, I could not cast my vote as the EVM was not working. I had to leave the place due to some urgent work. I will later go to exercise my franchise,"" said Lovely.
  

  

  Voting at some polling stations in North Delhi's Burari area and South West Delhi's Kapashera areas had to be stopped for a few minutes after complaints of malfunctioning of the EVMs were reported from there.
  

  

  ""There were few complaints of the malfunctioning of the EVMs at Burari and Kapashera, which were rectified,"" an official source said.
  

  

  Apart from it, at GTB ward, voters had to face problems as some EVMs were not functioning properly.
  

  Study engineering in a NAAC A graded univ.GLA UniversityBoost website traffic with targeted audience. ColombiaRecommended By Colombia

  The voting for the MCD elections started at 8 AM, in around 13,000 polling stations across the city, amid ample security arrangements.
  

  

  Out of the 13,022 polling stations, police had declared 3,284 as ""sensitive"" while 1,464 as ""hyper-sensitive"".
  

  

  For the first time in the MCD elections, ""None Of The Above (NOTA)"" option was made available to the voters.
  

  

  Out of the total 1,32,10,206 electors, 1.1 lakh were first time voters.
  

  

  The voting to the 270 wards of the three civic bodies - NDMC (103 wards), SDMC (104) and EDMC (63) - concluded at 5.30 PM. Counting of votes will be held on April 26.","delhi-mcd"
"119","Confident of BJP's win in Delhi civic polls: Manoj Tiwari","NEW DELHI: Bharatiya Janata Party's Delhi chief Manoj Tiwari on Wednesday said he was sure his party would win the civic polls.
  Bonjour Mens Ankle Length Pack of 3 Pair Sports SocksShopcluesBuild wealth the smart way with FundsIndiaFundsIndiaRecommended By Colombia

  

  ""I am sure we will win. I have no doubt about it,"" Tiwari told the media, as counting of votes began.
  

  

  He said the BJP would make Delhi a ""clean city"" and free it from all sorts of diseases after the party ""wins"" the municipal elections.
  Latest CommentNow KEJRIWAL should RESIGN on moral grounds.Kumar Sambhav Pandey

  

  Voting for 270 of the total 272 wards of the three municipal corporations saw around 54 per cent balloting on Sunday. Election was countermanded in two wards following the death of candidates.
  

  

  Over 2,500 candidates contested the elections to North Delhi Municipal Corporation and South Delhi Municipal Corporation (104 seats each) and East Delhi Municipal Congress (64 seats).","delhi-mcd"
"120","Congress will win 208 seats in Delhi MCD polls: Ajay Maken","NEW DELHI: Congress today claimed that the party will win over 200 seats in the civic body polls scheduled on Sunday.
  

  

  ""As per an internal survey conducted with a sample size of 52,000 voters in 13,000 polling booths, Congress will win 208 wards among a total of 272 in three municipal corporations,"" Delhi Congress president Ajay Maken said in a press conference here.
  

  

  He hit out at BJP and AAP, accusing them of running a ""negative"" campaign instead of suggesting solutions to the problems faced by the people.
  

  

  He said hoardings of both the parties, instead of highlighting their achievements, are focusing on opponents and charges against them.
  

  

  ""Arvind Kejriwal started this trend, but the people of Delhi want to know what parties can do for them and what have they done,"" he said.
  

  

  However, Congress has come out with road maps on sanitation, primary health and education, financial self reliance of municipal bodies, with an aim to solve the problems once voted to power, he said.
  

  Earn profits with this unique investment optionProperty ShareGrow your business. Reach targeted audienceCOLOMBIARecommended By Colombia

  ""We request the people to vote for positive governance. Making use of the best brains in the party, we have made seven road maps for the development of Delhi,"" he said.
  

  

  39 top leaders of the party, including Ghulam Nabi Azad, Anand Sharma, Shashi Tharoor, Oscar Fernandes, Bhoopinder Singh Hooda, Salman Khursheed, Raj Babbar among others campaigned for the Congress in different parts of the city.
  

  

  The All India Congress Committee (AICC) had appointed 70 Assembly observers and 14 district observers for the MCD elections.
  

  

  The vote for civic bodies elections will be cast on April 23. Counting of votes and announcement of results will take place on April 26.
  

  

  Delhi has 272 wards in total -- NDMC (104), SDMC (104) and EDMC (64).","delhi-mcd"
"121","EVM snags make AAP, Swaraj India cry foul","NEW DELHI: Electronic voting machines suffered snags at various polling booths on Sunday, which resulted in AAP and debutant Swaraj India crying foul.
  

  

  Voting was halted for over half an hour when one of three EVMs at a polling booth in Chandni Chowk stopped functioning. ""When the button next to the BJP symbol was pressed, it didn't return to normal. The snag was rectified after 30 minutes,"" said a policeman who didn't wish to be named.
  

  

  Elsewhere at Ashok Vihar, a non-functional EVM halted polling at a police colony booth. It was quickly replaced, though.
  

  

  ""In 2015, I voted at the same booth but the EVM looked new. The one today looked old and worn out due to overuse,"" said one Sanjay Tiwari.
  

  

  At Shaheen Bagh, there were several complaints related to booth management at polling station number 29. From EVMs malfunctioning to booths being unmarked, officials gave a range of explanations.
  

  

  Parvez Khan, a local candidate present at the polling station, said, ""Polling here started an hour late due to problems with EVMs and the staff being poorly trained. On top of it, the rooms were poorly marked so people didn't know which room to go to.""
  

  

  The returning officer blamed poor electricity supply for voting starting late. But he insisted that there was a delay of only 15-20 minutes.
  

  

  A source said voting was stopped for around an hour at Kadipur school in Burari ward.
  

  Boost website traffic with targeted audience. ColombiaSecure Your Regular Income with Aegon LifeAegon LifeRecommended By Colombia

  There were heated arguments between Swaraj India volunteers and ADM. At a polling booth in Mayur Vihar, an EVM was dysfunctional. Apparently, button number 7 that's allotted to Swaraj India didn't return to normal after being pressed.
  

  

  ""When the voters brought this to the notice of the presiding officer, he advised them to press some other button. The candidate requested the presiding officer to lodge a complaint. He refused to do it,"" Swaraj India said in a written complaint to the state election commission.
  

  Latest Commentkhujili again giving statements. Shark

  The party also threatened to seek a repoll. Its spokesperson Anupam said complaints of EVM malfunctioning were also reported from Rohini and Matiala wards.
  

  

  CM Arvind Kejriwal endorsed Swaraj India's concerns. ""I have received reports of EVM malfunction from all over Delhi. People with voter slips are not being allowed to vote. What is the state election commission doing?"" he tweeted.","delhi-mcd"
"122","Delhi municipal polls peaceful barring a few glitches","NEW DELHI: Except for a few arguments and minor scuffles, Sunday's polling was largely peaceful, said Delhi Police. Around 861 calls were received about heated arguments and minor scuffles, booth capture and faulty EVMs from across the city till 6pm. But around 70% of them were resolved immediately while legal action has been initiated against just 5%, said the police.
  

  Queen Cotton Yellow 1 Single Bedsheet With 1 Pillow CoverShopcluesLet's understand the need for a term planMAX LIFE INSURANCERecommended By Colombia

  The police had to intervene in a scuffle in Ambedkar Nagar where a political leader alleged that she was attacked by some people.
  

  

  A police team was also put on standby following reports of firing outside a booth in the Bindapur area of southwest Delhi. However, the call was found to be bogus. Around the evening, a candidate from Rohini alleged that he was beaten up by goons outside his house. The police are probing his claim.
  

  

  According to the police data, 127 calls about various issues related to polling booths were received from Rohini alone. A senior official said most of the calls were from members of political parties who complained about defective EVMs, distribution of money and liquor by opposition parties and bogus voting.
  

  

  A multi-layer security arrangement was put in place at 13,022 booths — 197 hypersensitive and 575 sensitive — located in 770 buildings. Besides 56,256 Delhi Police personnel, 40 companies of paramilitary forces and 20,000 home guards were deployed. The police also met the candidates and election managers of all parties to ensure that workers didn't clash with each other.","delhi-mcd"
"123","Capital contest: Polls to local bodies, but interest is national","NEW DELHI: The stage is set for one of the mostly keenly anticipated
  municipal polls in the capital+
  on Sunday after a hard and bitterly fought campaign pitted BJP, AAP and Congress in a triangular fight.
  

  

  Smaller outfits like the Janata Dal (U), BSP and Swaraj India further spiced up the electoral broth. But one reason why this local contest has sparked national interest is that the BJP campaign sought to cash in on PM Modi's popularity and ""good governance"" promise while there is intense interest in whether AAP holds onto its home turf.
  

  

  Coming just a little more than a month after
  BJP's big success in UP+
  and it's more recent
  win in the Rajouri Garden assembly bypoll+
  , the party is tipped as the front runner despite a two-term incumbency in Delhi's three municipal bodies.
  

  

  The stakes are no less significant for AAP that will hope to reverse a losing streak following a
  disappointing show in Goa and Punjab+
  . For Congress, encouraged by a second place finish in Rajouri Garden, the challenge is to retain the momentum.
  

  

  Interestingly, the civic election is being perceived as much a referendum on AAP's record in office as it is about BJP in the backdrop of an acrimonious row over funding and powers of civic bodies.
  

  

  The campaign has been marked by defections, primarily from Congress to BJP, as the latter seeks to embellish its winning credentials. BJP leaders, however, expect a tough contest as the party changed its candidates, opting for relatively inexperienced newcomers.
  

  

  Chief Minister Arvind Kejriwal has
  campaigned vigorously+
  and AAP faces a crucial test two years past its term in office. A revival will energise the party and indicate that its base of less privileged voters is with it while a poor finish can widen the internal fissures that defeats in Goa and Punjab brought to the surface. Over 1.3 crore people are eligible to vote on Sunday, with predictions of cooler weather raising prospects of a better turnout.
  

  

  The contest will see 270 seats across three municipal corporations of Delhi going to polls. The total number of candidates has gone up slightly this time when compared to the 2012 poll, with 2,537 contesting. Poll officials are, however, keeping fingers crossed for a higher voter turnout.
  

  

  In 2012, municipal polls saw a record breaking turnout with 58% of the total voters casting their votes. Police and state election commission have not left anything to chance with the deployment of over 56,000 personnel drawn from central paramilitary forces, home guards and different units of Delhi Police to ensure peaceful, fair and free elections.
  Boost website traffic with targeted audience. ColombiaSecure Your Regular Income with Aegon LifeAegon LifeRecommended By Colombia

  

  A few units have been kept in reserve, in case required. Despite aggressive opposition from AAP, the polls would be held on EVMs and voters have been asked not to carry mobile phones inside the polling booths. More than the civic issues, the election has been fought on allegations and counter allegations but the parties have promised moon to the voters. Now it's the time for the voters to decide which party convinced them the most.
  

  

  AAP has brushed aside the unfavourable Rajouri Garden bypoll results and ruled out any reflection of this in the civic elections. Political observers think the civic poll is a referendum on the work of AAP-led Delhi government and a litmus test for CM Arvind Kejriwal.
  

  

  Under Kejriwal's leadership, AAP has come out with a strong manifesto promising clean and corruption-free Delhi like other parties. BSP has fielded 196 candidates, less than 250 candidates it had fielded in 2012. To fill the political vacuum JD (U), which contested on around a dozen seats in 2012, has fielded 91 candidates. The 211 candidates fielded by Swaraj India will be considered as Independent candidates as the party is yet to be recognised by the EC.
  

  

  With 29 candidates from Samajwadi Party and other small parties might take a huge bite of the vote share of key players (BJP, Congress, AAP) in their quest to make their mark in the civic polls. A mock poll will be conducted to ensure all EVMs are working properly and poll officials claimed that they have kept EVMs in reserve in case any machine malfunctions. Polling for two wards - Maujhpur and Sarai Pipal --has been postponed due to the death of contesting candidates. For Maujhpur ward, polls will be held on May 14 and Sarai Pipal on May 21.","delhi-mcd"
"124","You'll be risking your children's lives if you vote for BJP: Arvind Kejriwal","NEW DELHI: Chief minister Arvind Kejriwal on Friday attacked the ruling BJP in the three civic bodies, saying it had become synonymous with chikhungunya, malaria, dengue and garbage and the people of Delhi would be risking their children's lives if they voted for the party in the April 23 MCD polls.
  

  

  ""If you vote for the BJP and if your child falls prey to chikunngya or dengue, you are responsible for it. I can offer free treatment to your child in (the Delhi government) hospitals, but what led to him contracting dengue.
  

  

  ""If someone in your home falls ill then you are responsible because you voted for the party which is synonymous to chikhungunya, malaria, dengue and garbage,"" he said in a stinging attack on the BJP as the city goes to the polls on Sunday.
  

  

  The BJP is in power in the three municipal corporations of Delhi (MCDs) since 2007.
  

  

  Making a fervent appeal to vote for an ""honest Aam Aadmi Party"", the Chief Minister said his party will clean Delhi in a year and eradicate vector-borne diseases in the next three years.
  

  

  He said that the Congress is ""dead"" in Delhi and at the national level, and voting for them would mean ""wasting your vote.""
  Boost website traffic with targeted audience. ColombiaTravel Makes You Richer. Get Travel Insured!Bajaj Allianz Travel InsuranceRecommended By Colombia

  

  Kejriwal also alleged that with just two days left for the MCD polls, the BJP and the Congress are resorting to the ""cheap politics"" by engineering the water and power shortages.
  

  

  ""The BJP and the Congress are stealing oil from the power transformers and ensuring that there is power shortage. They are doing it deliberately and resorting to cheap politics by disrupting water and power supply,"" he alleged.
  Latest CommentWhy  grumble Arvind?  BJP has given us our holy cows back!Richard Dias

  

  ""Your fight is with me, so do not harm the people of Delhi,"" he said, adding that such acts will continue till Sunday, the polling day.
  

  

  Kejriwal also accused the BJP of trying to mask its ""misdeeds"" by asking people to vote for the party in the name of Prime Minister Narendra Modi.","delhi-mcd"
"125","Kejriwal must resign, BJP will clean Delhi in 4 months: Manoj Tiwari","NEW DELHI: As the BJP was poised to sweep the civic polls, Delhi BJP chief Manoj Tiwari on Wednesday said Delhi Chief Minister and AAP leader Arvind Kejriwal must resign and promised that the BJP, which has been heading the civic bodies for the past 10 years, will ""clean the city in four months"".
  Enjoy the best of comedy with Biswa Mast Aadmi online!Amazon Prime VideoAarohi Designer Gold Plated Australian Diamond Jewellery ComShopcluesRecommended By Colombia

  

  ""We will make Delhi a clean city in the next four months. It will be a hygienic, dirt and disease free city,"" Tiwari promised.
  

  

  Counting trends in the Municipal elections showed the Bharatiya Janata Party leading in all three corporations (North, South and East), with the ruling Aam Aadmi Party at a distant second.
  Top CommentAfter so many corruption in MCD they've won again. Only fools will believe that it's not EVM.Zuber S

  

  He said that Kejriwal must ""resign as the Aam Aadmi Party had failed to fulfill its promises"".
  

  

  ""The AAP has failed the people of Delhi. People are facing a lot of difficulties. Kejriwal must resign. People want him to resign,"" Tiwari told CNN News18 news channel.","delhi-mcd"
"126","Some Muslim voters back in Congress fold","NEW DELHI: The Muslim community had played a big part in the Aam Aadmi Party's astounding triumph in the assembly elections of 2015. However, Wednesday's municipal poll results seemed to indicate that the community may have partly reverted to Congress, the party they traditionally support.
  

  

  Wards with Muslims making up more than 40% of the voters did not all return AAP candidates, with the votes being shared by AAP and Congress.
  

  

  Many Muslim voters admitted that AAP's promises had not enthused them this time. ""The promise of property tax waiver, for instance, was of little importance to many Muslims who mostly live in unauthorised colonies where these taxes are not applicable,"" said a resident of Zakir Nagar.
  

  

  AAP, however, maintained that it was wrong to say its Muslim support was migrating. Amanatullah Khan, AAP MLA from Okhla, in fact, accused the other parties of deceit to win over Muslim voters.
  

  

  ""Many poor Muslim jhuggi dwellers were given bribes a day before the polls,"" Khan claimed. He also asserted that the voting machines had been ""managed"" to transfer votes to Congress.
  

  

  Congress, for its part, believed that not only Muslims, but most poor sections of society had shifted loyalties to the party. ""AAP was voted to power by these sections, which now feels betrayed because it has not fulfilled the promises it has made to them,"" declared Farhad Suri, Congress leader and former leader of the Opposition in the south corporation.
  

  Boost website traffic with targeted audience. ColombiaSecure Your Regular Income with Aegon LifeAegon LifeRecommended By Colombia

  BJP too claimed that the Muslims had lost faith in Arvind Kejriwal. ""AAP has done no work in Muslim-majority areas since coming to power,"" opined Atif Rashid, Delhi BJP's Minority Morcha president. BJP itself could not boast of a single victory from the five seats where it had nominated Muslim candidates. However, Rashid maintained that BJP had gained the support of Muslims ""as is evident from the increase in our vote share in the five Muslim-majority wards"".
  

  

  Rashid also claimed that most Pasmanda, or lower-caste Muslims, had cast their lot with BJP. ""
  

  

  We gave tickets to five Pasmanda candidates. This instilled confidence in the Muslim community,"" said Rashid. AAP's Khan countered this by pointing out that there was ""no such thing as a Pasmanda or an Ashrafi voting for BJP"". ""No Muslim will ever vote for BJP,"" Khan asserted.
  

  

  While the BJP's Muslim candidates had expressed the hope that Muslims would vote in the saffron party's favour because it believed that divorce through triple talaq was not socially just, Rashid differed and said the party's stand on the custom had not played a role in the polls. ""Triple talaq is a social issue, and people voted only on the basis of local issues,"" concluded Rashid.","delhi-mcd"
"127","With inked fingers, youth set agenda","NEW DELHI: The first-time voters — some of them past their teens but exercising their franchise for the first time — were an enthusiastic lot on Sunday as Delhi turned out to decide who will run the three corporations in the city for the next five years. While for many of them it was like a rite of passage and an assertion of their right as a citizen, some were quite focused on the issues that ought to be tackled by the new corporations.
  

  

  Sanitation was identified as a top concern, cutting across economic backgrounds and class. From open drains to dirty roads and unfinished civil works, these voters had a set of concrete demands.
  

  

  Simran, a 20-year-old resident of Laxmi Nagar, said her main concern was cleanliness in the city. ""I have voted for a party which I think will focus on keeping the city clean,"" she said, without revealing her choice. Similarly, Tamanna, a 20-year-old from Kalkaji Extension, complained that the drains in her area were always overflowing. ""I will vote for whoever can deal with the sanitation problem,"" she told TOI, still unsure of the candidate while standing in the queue to cast her vote.
  

  

  Ismat Jahan, a 24-year-old from Trilokpuri, was seeking redressal of her grievances, a councillor ""who would heed our complaints."" Originally from Allahabad, she had shifted to Delhi after getting married. Voting for the first time, she observed that the lack of coordination on completion of civil works had become the capital's bane. ""They had dug up our lane to repair the sewer line but they took many days to do the repair work though we complained several times,"" she said.
  Cute Rajasthani Geometric Pattern Design Long SkirtShopcluesKnow how much you need to save for the futureTomorrowMakersRecommended By Colombia

  

  However, there were many youngsters out in the heat, armed with their ID cards, who had turned up just for the experience. They took selfies and enthusiastically posed for photographs, showing their inked fingers. Lakshmi Tiwari, a resident of Nanakpura, said: ""I was encouraged by my sister who is enrolled in the paramilitary forces. She always tells me the importance of taking a stand and exercising my right as a voter which is why I came here"". Her sister, Roli Singh, who had accompanied her to the polling booth, said it was extremely important for the younger generation to participate in the electoral process.
  

  

  A student, Charu Goel, from Karol Bagh looked thrilled. She said she had always wanted to vote and was proud to have finally taken the step after turning 18. ""I believe that if anyone wants to voice their opinion on politics, they must do so after casting their vote and fulfilling their duty as a responsible citizen,"" said Goel. She added that she was a supporter of Prime Minister Narendra Modi and that he had inspired her to cast her vote.
  

  

  There were some first-timers though who were unaware of the the exact role of the corporations. Jyoti Das, a 20-year-old from Chittaranjan Park, said her main concern was the lack of cash in ATMs and she wanted someone to address that. ""Students from outside Delhi find it very difficult to function without cash. We have to stand in queues outside ATMs which most of the time don't have money,"" she complained. Simran of Laxmi Nagar confessed that she was not aware of the functions of the municipal corporations but had come to vote nevertheless.
  

  

  The enthusiasm of the youngsters was palpable. Priya Negi , a 19-year-old from Burari, said had she asked her friends to also vote this time as the next generation should develop a habit of casting votes. ""A lot of us skip elections thinking our vote won't make a difference but it does. All of us should vote,"" said Negi.","delhi-mcd"
"128","Booths a challenge for disabled, few facilities","NEW DELHI: Leaning on his wife and daughter, Harish Chandra, a blind voter, made his way to a polling booth in Burari. The 55-year old was then assisted by an official to cast his vote. Chandra spoke for the many voters who had made light of their physical limitations on Sunday when he said, ""Disabilities should not stop anyone from casting their vote because every vote counts.""
  

  UTB015 Foursquare Double Pkt Expandable Travel BagShopcluesDelicious way of dropping 8 kilos in 14 daysHealthreport24Recommended By Colombia

  But things weren't all smooth for many such voters. At CR Park, Pragya Deora, a 26-year old PhD scholar, had to rely on her sense of touch to select the button on the EVM. ""They had no Braille voting sheets,"" she informed. ""An official read out the order of candidates and told me to count the buttons to select my choice.""
  

  

  At Shaheen Bagh, Mohammed Imitiaz had to brave more than the afternoon sun to reach the polling booth. He looked lost and hassled as he made his way past the uneven schoolground, with no signage or volunteers to assist him. He bore this stoically, insisting, ""I have to vote no matter what the circumstances.""
  

  

  Many voters complained about the lack of wheelchairs and ramps for the disabled. At Sant Nirankari School, wheelchair-bound Alakh Ram made a painful way to the EVM, though he too remained defiant, saying, ""There is no option if you want the right person who can solve the locality's problems."" In Nanakpura, Jayanti Talwar was irked to find that her brother in his wheelchair could not negotiate the stairs to reach the booth. ""This polling station was not in the least disabled-friendly,"" she grumbled.
  

  

  One voting venue in Vasant Kunj was a pleasant exception, however, with two wheelchairs there for the use of voters. Officials at some stations allowed the elderly and disabled to cut to the front of the queues to spare them inconvenience. At Pitampura, officials even allowed such voters to drive to the polling stations.","delhi-mcd"
"129","Low-income colonies saw high turnout","NEW DELHI: Though the capital registered a record turnout in the municipal elections with 53.53% of voting, data for the 270 municipal wards show that the poll percentage was relatively lower in the upscale and middle-class wards than outer Delhi, slums and unauthorised colonies. This indicates that the city's periphery wants it to be heard. The outcome of the civic polls could also reflect the sentiment of a growing migrant population, which is redefining the social profile of the city.
  

  

  The 104 wards in south and north corporations recorded a total of 51.5% and 54.1% of voting respectively, while the east civic body witnessed the highest turnout — 56.05%. Voting figures released by the state election commission show that affluent localities like Greater Kailash, Vasant Kunj, Preet Vihar, Patparganj, Kalkaji and Chittaranjan Park — where RWAs are quite active — were lagging behind when compared to the residents in their neighbouring slums.
  

  

  Areas which recorded 60% and above polling either fall in outer Delhi or belong to unauthorised colonies and slum clusters. The voter turnout in majority of the wards with upscale colonies remained below 50%. For instance, the Greater Kailash ward recorded only 42.4% of voting while the Bhati ward, which comprises slum and rural areas, recorded 65% of polling. Dwarka A, which is a model ward and a home to upper middle-class population, recorded only 40.8% of polling. The turnout in other urban wards like RK Puram, Lajpat Nagar, Hauz Khas, Safdarjung Enclave, Munirka, Malviya Nagar and Defence Colony was below 50%. Vasant Vihar and Vasant Kunj had 46.7% and 45.2% of voting respectively.
  

  

  Similarly, in old Delhi, which has densely populated wards like Chandni Chowk, witnessed 49.71% turnout but wards like Bakhtawarpur in north Delhi recorded the highest with 68.78% voting. In 2012, Bakhtawarpur had the highest share of voter turnout—68%. Affluent areas like Civil Lines and Rajinder Nagar witnessed 49.7% and 48.61% turnout respectively.
  

  United Bag UTB022 TTone Long Pkt Expandable Travel BagShopcluesInvesting is easy with FundsIndia!FundsIndiaRecommended By Colombia

  In north corporation, most wards recorded 50%-60% of voting. Only seven wards — mostly from outer areas and unauthorised colonies — witnessed over 60% of polling.
  

  

  In the east, Sundar Nagri recorded the highest polling — 63.92%. Eight wards recorded more than 60% of voting and all of them have a large number of unauthorised colonies and slum clusters. Areas like Mayur Vihar, Patparganj and Preet Vihar just crossed the 50% mark. Shakurpur was the only ward to have a turnout below 50%.
  

  Latest CommentGreeting we are urgently contact DR Moore Larry. As we have a lot of patients who are here for kidney transplant, and we shall offer you ($450,000,00) for your Kidney. My name is Doctor DR Moore Larr... Read MoreGreeting we are urgently contact DR Moore Larry. As we have a lot of patients who are here for kidney transplant, and we shall offer you ($450,000,00) for your Kidney. My name is Doctor DR Moore Larry, I am a Nephrology in India Surgical Hospital. Our hospital is specialized in Kidney Surgery/transplant and other organ treatment, we also deal with buying and transplantation of kidneys with a living and healthy donor. If you are interested in selling your kidney, contact us , WHATSAPP NUMBER  918147120429 Call line :  919555536375, We need your urgent..Dr Larry Moore

  Election officials claim that weather too had role in the low turnout in some areas. But many people from urban localities didn't cast votes at all. RWAs claim that they urged people in their area to cast their vote. Kapil Kakkar, RWA president of Jangpura Extension, said that a circular was sent out in this connection.
  

  

  ""We requested people to opt for NOTA if they were dissatisfied with any party. It is important to give a message to the political parties for not taking voters seriously,"" Kakkar said. Ashutosh Dixit, founder of United Residents' Joint Action (URJA), claimed that posters were circulated on social media platform to the residents and they were urged to cast their votes.","delhi-mcd"
"130","Delhi high court rejects AAP plea for VVPAT EVMs in MCD polls","NEW DELHI: The Delhi high court today dismissed the Aam Aadmi Party's (AAP) plea for the use of paper trail voting machines in the municipal polls scheduled on April 23, saying it cannot pass such an order at the last minute.
  Mens White Lace-up Cricket ShoesShopcluesProtected against death,disease & disability?MAX LIFE INSURANCERecommended By Colombia

  

  Justice A K Pathak said an order for use of VVPAT (Voter-verified paper audit trail)-enabled Generation 2 or Generation 3 electronic voting machines (EVBMs) cannot be issued at the eleventh hour as it would amount to stalling the election process.
  

  

  The plea, filed by the AAP as also by Mohd Tahir Hussain who is a candidate in the MCD elections, has contended that the EVMs to be used in the polls were obsolete and open to tampering.
  

  

  During the arguments before dismissing the plea, the court asked the state election commission of Delhi why it did not opt for VVPAT EVMs in view of the Supreme Court's observation in Subramanium Swamy's case that such machines should be brought into use in a phased manner.
  

  

  In its arguments, the Delhi poll panel said the question raised by the AAP on the use of EVMs in the MCD polls was sending a wrong message to the voters.","delhi-mcd"
"131","Smaller players bet big on their poll chances","NEW DELHI: Even as Congress, BJP and AAP have been getting the maximum political footage this municipal election, there are other smaller players that have been slowly but steadily trying to grab a bite of the poll pie.
  

  

  JD(U), Swaraj India, BSP and SP are the more well-known among these smaller players, but there are some nondescript parties that are contesting too. Their size hasn't prevented them from aiming big, though. They have projected themselves as alternatives to the three bigger parties by holding many rallies, public meets and road shows.
  

  

  Yogendra Yadav's Swaraj India will make its electoral debut. But it has not been a smooth ride for the debutante, as it was denied a common election symbol followed by rejection of nomination of 24 candidates. Its candidates are contesting on 211 seats with women candidates fighting on 111 seats. Contesting as Independent, the candidates have got a common symbol of whistle.
  

  

  Swaraj India ran a high-pitched campaign, attacking all parties for their failure in delivering on promises. The party says that local issues have been central to its election campaign. ""Unlike other political parties, we have focused on local issues. We have presented our vision document before the people,"" said Anupam, spokesperson of Swaraj India.
  

  

  JD(U) national president Nitish Kumar invoked the issue of full statehood to Delhi to attract Delhi voters while appealing to Bihari pride at the same time. JD(U) has fielded mostly Poorvanchalis. Even though the Bihar-based party doesn't have a strong foothold in Delhi, it has mounted a strong campaign in Poorvanchali areas by bringing politicians from Bihar.
  

  Mens White Lace-up Cricket ShoesShopcluesProtected against death,disease & disability?MAX LIFE INSURANCERecommended By Colombia

  ""The crowd at Nitish Kumar rallies and road shows indicated that we are going to win big,"" claimed Sanjay Jha, JD(U) general secretary and Delhi in-charge. JD(U) has fielded 101 candidates—50% of them women—many of whom are Poorvanchalis.
  

  

  BSP has bigger stakes than JD(U) as it has 11 councillors at present. It has fielded 211 candidates across the corporations. The party's Delhi in-charge, Veerendra Singh Ashok, claimed BSP candidates have worked silently and the results would be big bang.
  

  

  Caste equations have been at play too. BSP has fielded 22 Brahmins, four Rajputs, 26 Muslims besides a significant number of Dalits and other castes. ""We have given representation to people from all castes and creed,"" Ashok said, adding that 120 of its candidates are women. However, BSP has had no popular campaigners.
  

  

  Samajwadi Party has fielded 29 candidates. The party has, just like BSP, deployed its UP workers in Delhi to campaign for it. However, former UP CM Akhilesh Yadav didn't campaign for candidates.","delhi-mcd"
