csv
﻿links,links-href,articles
"UP, Manipur Elections 2017: PM Modi Urges People To Vote In Large Numbers","http://www.ndtv.com/india-news/up-manipur-elections-2017-pm-modi-urges-people-to-vote-in-large-numbers-1667464","New Delhi:                             Prime Minister Narendra Modi today asked people in Uttar Pradesh and Manipur to go out and vote in large numbers in last phase of assembly polls.

 ""Today is the last phase of polls in Uttar Pradesh. I request you to mandatorily cast your valuable vote. 'Pehle Matdaan, fir Jalpaan' (First vote, then food),"" he said on twitter.

Polling was underway in 40 seats spread across seven districts, including Modi's Lok Sabha constituency Varanasi, in the seventh and final phase of UP Assembly elections.

For the northeast state, the PM said, ""Urging all those voting today, in the 2nd phase of the Manipur Assembly Elections, to turnout in large numbers & vote"".

Polling began in 22 constituencies in the last phase of Assembly elections in Manipur, with focus on Chief Minister O Ibobi Singh's Assembly seat Thoubal where he faces challenge from rights activist Irom Sharmila."
"Manipur Elections 2017: Key Candidates Contesting In Phase 2","http://www.ndtv.com/india-news/manipur-elections-2017-key-candidates-contesting-in-phase-2-1667273","Manipur will vote in its second and final phase of assembly elections today. Ninety eight candidates will try their luck in the 22 constituencies that will vote in this phase. Chandel, Imphal East, Senapati, Tamenglong, Thoubal, Ukhrul districts will vote for Manipur's next government today.

Human rights crusader Irom Sharmila - also known as the 'Iron Lady' - will contest against Chief Minister Okram Ibobi Singh in Thoubal. Mr Singh's son is also contesting in this phase. Surjakurnar Okram has been fielded from Khangabok. Former Churchill Brothers skipper Somatai Shaiza is contesting on a BJP ticket from Ukhrul. Moirangthem Okendro, the Congress sitting MLA and Minister of Education, is contesting from Heirok.

Campaigning for the second phase ended on Monday. The first phase of polling on March 4, covering 38 constituencies, recorded a voter turnout of 84 per cent with record polling in the valley districts of Imphal East, Imphal West and Bishnupur.

Manipur Governor Najma Heptulla has appealed to the electorate to come out in large numbers and exercise their fundamental rights.

Polling will be held in 22 constituencies spread across the districts of Thoubal, Ukhrul, Chandel, Tamenglong and Senapati and will cover 1151 polling stations.

The second phase of polling will decide the political futures of Irom Chanu Sharmila and Chief Minister O Ibobi Singh.
 Heavyweights - Phase 2Const NoConst NameCand NamePartyProfile14031ThoubalOkram Ibobi SinghCongChief Minister 14031ThoubalIrom Chanu Sharmila PRJAShe is the Civil Rights Activist and a Poet. She is known as the 'Iron Lady'14033Heirok Moirangthem OkendroCongSitting MLA and Minister of Education14035KhangabokSurjakurnar OkramCongSon of Okram Ibobi Singh14044UkhrulSomatai ShaizaBJPFormer National level Footballer14054NungbaGaikhangam GangmeiCongDeputy Chief Minister 14059SaikotT N HaokipCongFormer Minister and President of Manipur Pradesh Congress Committee
Manipur has a 19,02,562-strong electorate comprising of 9,28,573 male and 9,73,989 female voters. There are around 45,642 new voters this time."
"Can Team Akhilesh-Rahul Do Magic In UP? Here's What The Numbers Say","http://www.ndtv.com/india-news/can-team-akhilesh-rahul-do-magic-in-up-heres-what-the-numbers-say-1666239","Lucknow: HighlightsSamajwadi Party, Congress drew 43% vote share in 2012 UP polls
In 2014 general elections, BJP won equivalent of 337 of 403 seats
SP-Congress must retain core vote share of 36% to stand a chance in 2017
                                As chief minister Akhilesh Yadav seeks to be re-elected in Uttar Pradesh, will his Samajwadi Party's strategic alliance with the Congress help him in his bid? Yes, if the state votes like it did five years ago in the assembly elections of 2012. No, if it votes the way it did in the 2014 general elections.

In 2012, Akhilesh Yadav led his party to victory in UP, winning 226 of the state's 403 assembly seats. The Samajwadi Party got 29 per cent of the votes. The Congress, with 14 per cent vote share, had won 38 seats. In quite a few seats the Congress was second.

If the two parties had fought that election together as they are now, they would've won 43 per cent of the vote share, with the Samajwadi Party winning 270 seats and the Congress 82. It would have meant 88 more seats with a combined total of 352 - a landslide win.

The additional seats would have come mostly at the cost of Mayawati's BSP. Her party, which had won 80 seats in 2012, would've won only 20 seats if the SP and Congress had been partners then.
The 2014 general election, however, was a complete contrast. The BJP, which had won only 47 seats with its 15 per cent vote share in 2012, rode a Modi wave to win 71 of UP's 80 parliamentary seats along with ally Apna Dal, equal to 337 assembly seats.
If the Samajwadi Party, which got 20 per cent votes for five Lok Sabha seats or 42 assembly seats, and the Congress - eight per cent votes for two Lok Sabha seats (15 assembly seats) - had been partners in 2014, they would've together won the equivalent of 85 assembly seats, denting the BJP's number by about only 27 seats only.
 
On numbers, the UP alliance is not quite as ""grand"" as the one that the Congress had built for the 2015 Bihar assembly elections with Nitish Kumar's Janata Dal United and Lalu Prasad's RJD. The coming together of the three parties had meant that a consolidation of their core votes added up to 47 per cent of the vote share.

The core votes of the Samajwadi Party and the Congress add up to 36 per cent in UP. The two parties are fighting hard to hold on to the their core support bases in the face of a tough challenge from both the BJP and the BSP. 
The UP elections are being held in seven phases. Votes will be counted on March 11."
"Manipur Elections 2017: Congress Has Highest Number Of Rich Candidates In Phase 2","http://www.ndtv.com/india-news/manipur-elections-2017-congress-has-highest-number-of-rich-candidates-in-phase-2-1667257","The five-state elections will today come to an end with Manipur voting in the final phase along with Uttar Pradesh, which will vote for the seventh and last phase today. The north-eastern state has 60 assembly constituencies, out of which 38 voted in the first phase of elections on March 4. The remaining 22 constituencies will vote today.

The campaigning for the first phase saw national leaders like Prime Minister Narendra Modi, Congress vice-president Rahul Gandhi and Home Minister Rajnath Singh addressing multiple rallies throughout the state. During campaigning, there were bitter exchanges between the Congress and the BJP over the ongoing economic blockade in the state and the Naga Peace Accord.

At least 30 per cent candidates are millionaires, with Congress topping the list as 10 of its 22 candidates declared assets of over Rs 1 crore. A total of 29 candidates are crorepatis. The BJP has taken the second place as eight of its candidates are crorepatis.

According to data provided by the Manipur Election Watch and Association for Democratic Reforms (ADR), five candidates out of the 98 analysed have wealth over Rs 5 crore, eight over Rs 2 crore and 34 over Rs 50 lakh.

The average assets per candidate were found to be Rs 1.33 crore. There is no candidate who has declared zero assets.

Votes will be counted for Manipur's elections on March 11.

To give you more on the candidates fielded by each party, here's a list of rich candidates in phase 2 of the Manipur elections 2017, whose declared income and assets total over Rs 1 crore.
 Party wise break up of Rich Candidates- Phase 2PartyTotal number of candidates analysed No of Rich CandidatesBJP228Cong2210Naga Peoples Front115Manipur National Democratic Front41NCP11Peoples Democratic Alliance11National Peoples Party71IND92OTHERS210TOTAL9829Note : Rich candidates are candidates whose assets are 1 Cr and above Source : ADR"
"UP Elections 2017: List Of Candidates With Criminal Cases In Phase 7, SP Tops The List","http://www.ndtv.com/india-news/up-elections-2017-list-of-candidates-with-criminal-cases-in-phase-7-sp-tops-the-list-1667251","Uttar Pradesh will vote in its seventh and final phase of the Assembly elections today. The main contenders of leading parties did rigorous campaigning in the last leg of the elections in the state this week. Prime Minister Narendra Modi was in Varanasi - his Lok Sabha constituency - for three days since Saturday holding roadshows and election rallies. Congress Vice President Rahul Gandhi and Samajwadi Party’s Akhilesh Yadav also conducted rallies in the city. BSP chief Mayawati was also a part of this high-octane campaigning in this key constituency which will be keenly watched today.

Voting will be held in 40 Assembly seats in seven districts. Ghazipur, Varanasi, Jaunpur, Chandauli, Mirzapur, Bhadoi and Sonebhadra districts will be polling today. Varanasi has five assembly seats.

A total of 1.41 crore voters, including 64.76 lakh women will vote in the final phase of the seven-phased UP elections. As many as 14, 458 polling booths have been set up in this phase. In the 2012 Assembly election, out of the 40 seats, 23 went to Samajwadi Party, five to BSP, four to BJP, three to Congress and five to others.

According to the analysis by Uttar Pradesh Election Watch and Association For Democratic Reforms or ADR, 115 of the total 528 candidates have declared criminal cases, Samajwadi Party or SP has 19 such candidates, followed by 17 from Bahujan Samaj Party or BSP. While BJP has 13 of 31 candidates with criminal cases against them, Congress has five of nine candidates with declared criminal cases.

To give you more on the candidates fielded by each party, here's a list of candidates with criminal cases in phase seven of the UP elections 2017.
 Party wise break up of candidates with declared criminal cases - Phase 7PartyTotal number of candidates analysed Candidates with Declared criminal CasesBJP3113Cong95BSP4017SP3119RLD214CPM72CPI141IND13622Other23932Total528115Source : ADR"
"Assembly Elections 2017 - Complete Counting Arrangements By Tuesday: Poll Panel","http://www.ndtv.com/india-news/complete-counting-arrangements-by-tuesday-poll-panel-1666330","New Delhi:                             The Election Commission on Sunday directed Chief Electoral Officers (CEOs) in the five states to complete vote counting arrangements by Tuesday.

The poll panel has also sought full-proof security at all the 157 counting centres, an official statement said.

The counting of votes in Goa, Punjab, Uttarakhand, Uttar Pradesh and Manipur will be done on March 11.

Of the 157 counting centres, Uttar Pradesh will have 75 followed by Punjab (53), Uttarakhand (15), Manipur (12) and Goa (2).

The Election Commission has issued detailed instructions regarding storage and safety arrangements of Electronic Voting Machines (EVMs), appointment of counting staff and counting agents and the counting procedures.

It has said that at all counting halls, there must be wire mesh to segregate the counting agents from the counting personnel and EVMs. The CEOs must complete all counting arrangements by March 7 night.

The whole process of counting, including the movement of EVMs, will be video filmed.

Manipur will vote on March 8 along with the seventh and final round of polling in Uttar Pradesh.

(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
"Final Phase Of Polling In UP, Manipur Today; PM Narendra Modi's Varanasi In Focus","http://www.ndtv.com/india-news/final-phase-of-polling-in-up-manipur-today-pm-narendra-modis-varanasi-in-focus-1667282","Lucknow/Imphal: Highlights40 constituencies in Uttar Pradesh, 22 in Manipur vote today
Varanasi in Uttar Pradesh and Thoubal in Manipur in prime focus
Counting of votes for these Assembly polls scheduled for March 11
                                Uttar Pradesh and Manipur are revved up for the final phase of polling covering 40 and 22 seats respectively. All eyes are on the Prime Minister's Lok Sabha constituency Varanasi in UP. In Manipur, attention is on Chief Minister Okram Ibobi Singh who is in a three-cornered contest featuring People's Resurgence and Justice Alliance (PRAJA) nominee Irom Sharmila and Bharatiya Janata Party's Leitanthem Basanta Singh. Security has been beefed up in both the states ahead of these polls.

Yesterday, Manipur was hit by a bomb blast that left two persons wounded. ""Helicopters were used to airlift polling officials, security personnel for the hard-to-access polling stations in the hill areas,"" said state Chief Electoral Officer Vivek Kumar Dewangan.

In Uttar Pradesh, Naxal-affected districts of Sonbhadra, Mirzapur and Chandauli, along with the five Assembly segments under Varanasi Lok Sabha constituency, will be in prime focus. Ghazipur, Jaunpur and Bhadoi are the other districts going to polls in this phase. Tight security has been put in place in these seven districts.

Counting of votes polled in the Assembly polls will be done on March 11. Polling began at 7 am and will continue till 5 pm in all constituencies, except the Naxal-hit Duddhi, Robertsganj and Chakia seats in Uttar Pradesh, where polling will end at 4 pm.
 Manipur Elections 2017: Chief Minister Okram Ibobi Singh cast his vote at Thoubal today.A total of 1.41 crore voters, including 64.76 lakh women are expected to vote in 14,458 polling booths in UP and an electorate of over 7.59 lakh is eligible to make their democratic choice from among 98 candidates in 1,151 polling stations in Manipur.

The BJP is contesting 32 seats and its allies the Apna Dal and the Suheldev Bharatiya Samaj Party are contesting on 4 seats each. The BSP has fielded its nominees for all seats. While the SP is contesting 31 seats, its ally the Congress is in race for the remaining seats.

Thoubal is the most keenly watched seat in Manipur where BJP is eyeing the 10 seats. It has been three-time Chief Minister Okram Ibobi Singh's bastion for the last 15 years.

(With inputs from IANS and PTI)"
"Andhra Pradesh Backs Idea To Hold Simultaneous Lok Sabha, Assembly Polls","http://www.ndtv.com/andhra-pradesh-news/andhra-pradesh-backs-idea-to-hold-simultaneous-lok-sabha-assembly-polls-1666610","Amaravati:                             The Andhra Pradesh government today backed the idea to hold simultaneous elections to Lok Sabha and state Assemblies and even suggested that polls to urban and rural local bodies too be held within one year thereon. Governor E S L Narasimhan articulated the state's stand while addressing the joint session of the Addhra Pradesh legislative Council and the Assembly on the opening day of the Budget session in the new Legislature building in Amaravati.

""My government is in full agreement with the view that elections to both state assemblies and Lok Sabha be held simultaneously so that Centre and state governments could pay their undivided attention to issues of policy and governance.

We will go a step further and suggest that elections to urban and rural local bodies too should be held within one year of the elections to the State and Central legislative Houses,"" the Governor said.

""Historically, elections to state assemblies and Lok Sabha began together but over the years, for varied reasons, they were de-coupled. Now the situation has come to a stage that we conduct elections in significantly large parts of the country almost every year, if not throughout the year. Political parties, and therefore governments, have to continually keep an eye on electoral calculations,"" Mr Narasimhan pointed out.

Simultaneous polls would give governments a ""full four years of undistracted"" time to address issues of governance, the Governor said, adding ""it is desirable"" to have a national debate involving all sections of people."
"Elections 2017: 86% Turnout In Manipur - Highlights","http://www.ndtv.com/india-news/live-final-phase-polling-begins-for-assembly-elections-in-manipur-1667283","Manipur Elections 2017: Voting on for its second and final phase of assembly elections.
    
                                        Manipur is voting in its second and final phase of assembly elections today. Ninety eight candidates are trying their luck in the 22 constituencies that are voting in this phase. Chandel, Imphal East, Senapati, Tamenglong, Thoubal, Ukhrul districts are voting for Manipur's next government today. Human rights crusader Irom Sharmila - also known as the 'Iron Lady' - contesting against Chief Minister Okram Ibobi Singh in Thoubal. Mr Singh's son is also contesting in this phase. Surjakurnar Okram has been fielded from Khangabok. Former Churchill Brothers skipper Somatai Shaiza is contesting on a BJP ticket from Ukhrul. Moirangthem Okendro, the Congress sitting MLA and Minister of Education, is contesting from Heirok. Campaigning for the second phase ended on Monday. The first phase of polling on March 4, covering 38 constituencies, recorded a voter turnout of 84 per cent. Manipur Governor Najma Heptulla has appealed to the electorate to come out in large numbers and exercise their fundamental rights.Here are the highlights for the second and the final phase of Manipur assembly elections:


Mar 08, 201714:50 (IST)SHARE 0Mar 08, 201713:24 (IST)SHARE 0Mar 08, 201712:23 (IST)SHARE 0Mar 08, 201711:18 (IST)SHARE 0Mar 08, 201710:18 (IST)SHARE 0Mar 08, 201709:35 (IST)SHARE 0Mar 08, 201709:34 (IST)SHARE 0 Voters lining outside a polling booths to cast their votes.



Mar 08, 201708:21 (IST)SHARE 0
Mar 08, 201708:05 (IST)SHARE 0 First time voters cast their vote at in Thoubal.


Mar 08, 201707:46 (IST)SHARE 0
Mar 08, 201707:45 (IST)SHARE 0
Mar 08, 201707:44 (IST)SHARE 0 Okram Ibobi Singh casts his vote at Athokpam Makha Leikai in Thoubal, Irom Sharmila is also contesting from this seat.Mar 08, 201707:41 (IST)SHARE 0 Final phase polling begins for assembly elections in Manipur covering 22 constituencies.


No more content"
"PM Modi Speech In Varanasi Highlights: UP Government Not Letting My Work Show","http://www.ndtv.com/india-news/up-elections-2017-live-pm-narendra-modi-addresses-rally-in-varanasi-1666401","Prime Minister Narendra Modi is addressing a rally in Mahatma Gandhi Kashi Vidyapith in Varanasi campaigning for the last phase of the seven-phased assembly elections in Uttar Pradesh on March 8. PM Modi, who arrived in the city yesterday morning, held a roadshow followed by a public meeting late in the evening. This is the second roadshow that he is holding in two days in his Lok Sabha constituency with less than three days left for the final phase of polls in the state. The opposition criticised his yesterday's roadshow and the Congress even lodged a complaint with the Election Commission, alleging that the show of strength was made without the requisite permission.

Here are the live updates of PM Modi's speech:I do not know how to thank people of Kashi. They have broken yesterday's records. This love and affection inspires me to serve people moreI had started a rally from Kashmir to Kanyakumari under Murali Manohar JoshiVaranasi has a special place in the heart of every Indian.It is not only a city but a city of traditions and culture.I have big dreams for Varanasi.Our aim is of a Banaras that is modern yet retains its heritage.Our motto is sabka saath sabka vikas, but Congress, SP and BSP have different culture of politics that says kuch ka saath kuch ka vikasThe eastern part of India has to scale new heights of development.UP government is not letting my work show.Notes ban united other parties against me.This land of Uttar Pradesh, this part of the state is blessed with very talented people. The potential for development is immense.Had there been good and proper government, then the states could have flourished even further.Shouldn't corruption come to an end? Its been so many years since we attained freedom but a small section misused their power and position.UP government hasn't been able to utilise the funds given by centre.I want to tell all honest citizens- no one will ever trouble you. Immandar Ka Samman HogaEarlier the question being asked would be- what money was lost (in the scams), now the question is- Modi Ji what has come backIt is sad that driven by politics, some people wanted proof of surgical strikes and were asking did any Indian soldier dieI have inherited nothing. Whatever I have got is from the people of KashiWe wanted to build a ring road but the state government did not cooperate and kept obstructing that. They did not cooperate.Every Indian should have his or her own home by 2022. It is sad that so many years after independence also people do not have homes."
"Manipur Elections 2017: Lone BJP Candidate With Criminal Past In Phase 2","http://www.ndtv.com/india-news/manipur-elections-2017-lone-bjp-candidate-with-criminal-past-in-phase-2-1667269","Imphal:                             Manipur will witness its second and final phase of assembly elections today. As many as 22 constituencies spread across six districts will go to the polls today and 98 candidates will test their fate in this phase. The districts that will witness the election today include Chandel, Imphal East, Senapati, Tamenglong, Thoubal, Ukhrul. Human rights crusader Irom Sharmila will take on Chief Minister Okram Ibobi Singh in this phase. Campaigning for the second phase ended on Monday 22. The first phase of polling on March 4, covering 38 constituencies, recorded an overwhelming voter turnout. Twenty-two candidates of BJP and 76 from other regional parties, including independents, are in the fray today. Election Commission officials said special measures would be taken that includes deployment of helicopters to airlift polls materials, officials and security personnel to and from remote polling stations.      
Twin blasts in Kamjong district today have put the security on high alert, making the Central Reserve Police Force's fears come true. On March 2, two days before the first phase of election, eight persons were injured in an IED blast in Imphal West district.        

Out of the 98 candidates only one from the BJP has declared criminal cases against him. Mayanglambam Rameshwar Singh from Kakching constituency in Thoubal district has a charge related to cheating and dishonesty, including delivery of property under the IPC, a charge related to criminal breach of trust and criminal conspiracy.
 Party wise break up of candidates with declared criminal cases - Phase 2PartyTotal number of candidates analysedCandidates with Declared criminal CasesBJP221Others760TOTAL981Source : ADR"
"UP Elections 2017: Curtains Down On Hectic Campaigning In State, Politicians Take Chota Sa Break","http://www.ndtv.com/india-news/up-elections-2017-curtains-down-on-hectic-campaigning-in-state-politicians-take-a-break-1667192","Chandel, Manipur:                             Activist Irom Sharmila's challenge to Chief Minister Okram Ibobi Singh of the Congress in his Thoubal constituency, is the most watched contest in tomorrow's second and last round of assembly elections in Manipur. But it is the BJP that has the man who has ruled the state for the last 15 years worried.

In the crucial second phase, 22 constituencies will vote. Ten of these are in Thoubal district in the valley and considered Chief Minister Ibobi Singh's stronghold. The rest are in the tribal-dominated hills. Of these 22 seats, the Congress had won 14 and two other MLAs later joined it. Effectively, the ruling party is fighting to retain 16 seats tomorrow.

The BJP, which hopes to win its third state in the northeast after Assam and Arunachal Pradesh, did not win a single seat five years ago in the 60-member Manipur assembly. But most of the Congress' top leaders from the hill areas have switched to the BJP in the last six months. Most of them are from the Kuki tribe, traditionally a Congress support base.  

Ibobi Singh has attempted damage control in the last few months by carving out seven new districts for ""administrative convenience,"" a decision that has made the Kukis happy. But the Nagas are upset. The issue has polarised voters like never before, setting plains against hills and tribe against tribe.

While it is not clear whether the Congress has salvaged support among the Kukis, the BJP may be unable to tap into the Naga anger. Since the district split in December last year, the BJP has made inroads in the hills, but the Naga People's Front or NPF, a BJP ally at the centre and in Nagaland, is contesting separately in Manipur.

The NPF, which has opposed the creation of the seven districts, debuted in the last assembly elections winning four seats out of the 12 it contested - all in the hills. It is contesting 15 seats this time.

A straight BJP versus NPF contest is expected in four Naga-majority districts -- Tamenlong, Chandel, Ukhrul and Senapati, which could benefit the Congress. The other seats have a large population of Kukis, and these are being watched closely for how they vote.

Two Congress legislators moved to the BJP after they were ""banned"" from their constituencies in the Kuki belt in 2015 following violence over three bills passed by Ibobi Singh's government that were seen as ""anti-tribal"". Nine people had died in violent protests, six of them in police firing.

The BJP is also eyeing the 10 seats in Thoubal district, reaching out to the minority voters, the Manipuri Muslims or Meitei Pangals. They are about 10 per cent of the state's 19 lakh voters and could influence at least six Thoubal constituencies.

Activist Irom Sharmila, who broke a 16-year hunger strike against the Armed Forces (Special Powers) Act last year, has since launched the 'Peoples' Resurgence and Justice Alliance' and is contesting three seats in Manipur.

The first round of voting in Manipur last Saturday for 38 seats saw a record 86.5 per cent turnout. The BJP says the high turnout is a vote for change. The Congress claims it has swept Manipur every time there has been record voting.

Votes will be counted on Saturday, March 11."
"UP Elections 2017: Amid Rose Petal Shower, Slogans, PM Modi Holds Varanasi Roadshow","http://www.ndtv.com/india-news/prime-minister-narendra-modi-begins-roadshow-in-varanasi-1666378","Varanasi: HighlightsPM Modi is campaigning in Varanasi ahead of phase 7 polls in UP
This is his second roadshow in the city in 2 days
Uttar Pradesh will vote in final phase on March 8; counting on March 11
                                The narrow streets of temple town Varanasi turned into a sea of saffron flags as Prime Minister Narendra Modi started his second roadshow in as many days in his parliamentary constituency. With just three days to go for the last and final phase of the crucial assembly elections in Uttar Pradesh, the BJP has pulled all stops - with the Prime Minister planning to campaign in Varanasi for three consecutive days.  Today, PM Modi rode an open-top vehicle, waving to flag and balloon-waving supporters who all but choked the road. Chants of ""Modi, Modi"" and ""Vandemataram"" could be heard throughout the 5-km stretch from Police Lines to Kashi Vidyapeeth.

Later this evening, he is expected to address an election rally. He is expected to stay in the city overnight and tomorrow, before campaigning ends, will lead another rally and address a meeting.

Yesterday, the Prime Minister had hit the campaign trail in the temple town with an impromptu roadshow while he was on his way to two of the city's most revered shrines -- Kashi Vishwanath and Kaal Bhairav temples -- in the morning. In the evening, he had held a public meeting.

Critics have questioned the appropriateness of the Prime Minister holding a roadshow. Even BJP's Union minister Upendra Kushwaha had said he didn't feel ""it was right"".

The SP, BSP and the Congress have alleged that the BJP's continued focus on Varanasi only betrays its nervousness about the contests in the high-profile constituency. In 2012, the party had won only three of the five assembly constituencies that comprise PM Modi's parliamentary seat. The Samajwadi Party had won the other two.

Hitting out at the Prime Minister, Chief Minister Akhilesh Yadav, who was speaking at a rally in Sonbhadra, said, ""One roadshow was done. It failed. He is doing one more. It will also fail and
then again a roadshow will be held...Now he will go somewhere else"".

The opposition criticised yesterday's roadshow and the Congress had even lodged a complaint with the Election Commission, alleging that the show of strength was made without the necessary permissions. The BJP said the show was entirely impromptu."
"On Election Commission Wishlist: Barring Candidates Who Default On Power, Water Bills","http://www.ndtv.com/india-news/on-election-commission-wishlist-barring-candidates-who-default-on-power-water-bills-1666425","New Delhi:                             The Election Commission wants laws to be changed so that it can disqualify from contesting polls the candidates who do not clear their water and power bills.

It has asked the Law Ministry to amend the Representation of the People Act, 1951, so that such defaulters can be barred from contesting Lok Sabha and Assembly polls.

According to the poll panel, it will require amendment to the chapter-III of the RP Act which deals with electoral offences.

A new clause will have to be inserted therein for disqualification ""on the ground of being a defaulter of public dues"".

The issue is pending with the government. In an August, 2015 order, the Delhi High Court had asked the Commission to ensure that candidates contesting Lok Sabha and Assembly elections furnish a 'no dues certificate' from the agency providing electricity, water and telephone connections to their accommodation.

Since February, 2016, the Commission had been insisting on an additional affidavit in the prescribed format along with the 'No Demand Certificate' from the agencies providing these services.

A 'no rent due' certificate is also required in case the candidate had been occupying government accommodation during the 10 years leading to the polls.

The Delhi High Court, while delivering the verdict, had said that those wanting to contest elections will clear their dues after the order.

In March 2016, when the EC had met political parties here to discuss electoral reforms, it was told that the 'no dues certificate' for candidates was leading to corruption as bribes were being allegedly paid to obtain it.

Recently, the Commission had proposed that political parties, as a pre-condition for fielding candidates, furnish affidavit stating that they have not defaulted on dues on account of usages of public utilities."
"Manipur Elections 2017: It's BJP Versus Ibobi Singh In Thoubal","http://www.ndtv.com/india-news/manipur-elections-2017-its-bjp-versus-ibobi-singh-in-thoubal-1666741","Thoubal, Manipur:                             After an encouraging voter turnout of 87 per cent in the first phase of Manipur assembly election, the BJP went full throttle with campaigning for the second phase where voting for the remaining 22 seats will take place on March 8.

The BJP is eyeing the 10 seats in the Thoubal district that has been three-time Chief Minister Okram Ibobi Singh's bastion for the last 15 years. Thoubal is also the most keenly watched seat in the assembly election where activist-turned-politician Irom Sharmila is taking on Mr Ibobi Singh.

The BJP is doing every bit to reach out to the minority voters, the Manipuri Muslims or Meitei Pangals. They constitute about 10 per cent of the state's 19 lakh voters. Of the 22 seats that go to polls in the second phase, Muslim votes are going to influence at least six constituencies in the Thoubal district.

""The Congress calls us communal, but we have an alliance with People's Democratic Party in Jammu and Kashmir. In the Christian-dominated Nagaland, we have an alliance with the ruling party. We never do politics of communities,"" BJP national general secretary Ram Madhav said while addressing a gathering in Lilong in Thoubal yesterday.

The BJP's sole Muslim candidate in Manipur is from Lilong. Nobody would have envisaged a BJP rally in Thoubal especially in the minority belt of Lilong in the early days. Clearly times have changed.

Chief Minister Ibobi Singh, on the other hand, asserts that the Congress has always promoted communal harmony in the northeastern state.

""We have ensured sharing of power with the minorities at the grass-root level,"" Ibobi Singh had told Muslim voters during several rallies.  

Congress had won nine of the 10 seats in Thoubal in the last election. Manipur's biggest political survivor, Mr Ibobi Singh, has lost only once in Thoubal. His supporters claim that Thoubal is as developed as Imphal, Manipur's capital.

""In his three terms, Mr Ibobi Singh has done a lot of development work for Thoubal and Manipur. We are happy with his efforts,"" said Binoba Devi, Thoubal resident."
"As Varanasi Votes, PM Narendra Modi Is Back Home In Gujarat After Hectic UP Campaign","http://www.ndtv.com/india-news/as-varanasi-votes-pm-narendra-modi-is-back-home-in-gujarat-after-hectic-up-campaign-1667368","Ahmedabad:                             As Varanasi, Prime Minister Narendra Modi's parliamentary constituency in Uttar Pradesh reported brisk voting on Wednesday morning, PM Modi was in his home state Gujarat, deep in prayer at the famous Somnath temple. With him was BJP chief Amit Shah. Both leaders are in Gujarat after a hectic campaign that saw them camped in Varanasi in a bid to secure the crucial eastern UP region for the BJP in assembly elections in the country's most populous state.   

In Somnath, PM Modi and Mr Shah will attend a meeting of the temple trust of which both are members, before PM Modi returns to capital Gandhinagar to address 6,000 women sarpanch or village heads on Women's Day. Last night he was hosted for dinner by Chief Minister Vijay Rupani attended by BJP members of parliament and party legislators in Gujarat.

Just out of an intense campaign in the marathon seven-phase Uttar Pradesh election, PM Modi's visit to Gujarat is being linked to assembly elections in his home state due later this year. A massive revolt by the Patels or Patidaars in Gujarat, once a staunch support base of the BJP, has put the party on the backfoot after over two decades of ruling the state.

As Amit Shah drove up to Somnath on Monday night, Patel protesters threw eggs at his cavalcade and raised slogans against him. The Patels are angry that the BJP government has not accepted its demand for reservation in government jobs and colleges.

On Tuesday, PM Modi also announced that eight state highways will converted into national highways, inaugurated a petrochemical investors region and also the country's biggest cable bridge in Bharuch, south Gujarat.  Most of the highways are in Saurashtra, dominated by Patels.

The assembly elections in Gujarat - where PM Modi was chief minister for 13 years before he moved to Delhi after the BJP's big win in the 2014 national election - will be the next big test for the BJP after the UP elections.   

The party has gone flat out to try and replicate its success in the 2014 national election when it had won 71 - 73 along with partner Apna Dal - of UP's 80 seats. Worries for it have come from western UP, where the Jats, who voted en masse for the BJP in the national election, are upset over PM Modi's notes ban and over their demand for reservation not being met.

The party has attempted to make up in eastern UP, where 40 constituencies are voting today in the seventh and last round of voting in the state, which has 403 seats in its legislature.

PM Modi's Varanasi has eight assembly seats - the BJP currently holds three of those, the Samajwadi Party (SP) and the Bahujan Samaj Party have two each and the Congress has one.

Votes will be counted on Saturday, March 11."
